id, name, dataUrl, sourceName, sourceURL, type, location, tags, description, comments, dateAdded, dateUpdated, published, contributors, revision
, "PLUTO Data Dictionary", "http://www.nyc.gov/html/dcp/pdf/bytes/pluto_datadictionary.pdf", 
